County Name,Census Tract ID,Count,Population,"Age Adjusted Rate per 100,000",Lower CI,Upper CI
King,53033027500,139,25161,457.17,382.34,545.21
King,53033027600,139,24507,585.41,489.52,696.89
King,53033027701,265,29055,595.46,521.06,684.7
King,53033027702,263,25485,583.5,507.24,680.28
King,53033027800,159,16965,544.25,456.02,658.08
King,53033027900,252,34696,596.29,522.45,679.63
King,53033028000,86,17822,547.47,431.22,699.21
King,53033028100,50,12740,506.6,372.26,685.81
King,53033028200,102,24562,518.28,407.31,665.59
King,53033028300,121,25679,465.17,383.66,560.55
King,53033028402,106,26504,499.79,404.03,616.88
King,53033028403,153,27728,444.47,373.93,527.79
King,53033028500,130,21034,575.44,477.59,690.66
King,53033028600,276,32164,513.19,450.37,587.75
King,53033028700,166,26245,545.67,463.68,640.2
King,53033028801,102,15035,645.89,515.54,804.24
King,53033028802,147,32636,511.03,427.38,609.18
King,53033028901,155,17468,587.18,494.65,699.8
King,53033028902,118,32202,458.17,376.11,555.73
King,53033029001,229,22421,616.74,530.34,718.07
King,53033029003,150,29001,608.74,510.73,724.77
King,53033029004,75,19250,642.03,483.4,857.96
King,53033029101,95,16008,758.86,597.86,962.68
King,53033029102,132,22283,585.12,483.05,706.74
King,53033029203,76,19889,452.75,353.37,576.35
King,53033029204,165,35034,609.79,513.39,724.7
King,53033029205,134,23841,774.24,620.58,966.44
King,53033029206,102,20361,552.47,448.32,675.77
King,53033029303,203,40903,438.83,379.67,506.05
King,53033029304,138,26741,611.95,497.52,752.58
King,53033029305,119,21782,521.45,427.2,635.2
King,53033029306,112,19529,478.28,391.84,582.09
King,53033029307,112,20356,670.61,529.71,847.5
King,53033029403,159,29133,560.08,472.81,661.45
King,53033029405,152,30352,615.63,506.08,750.64
King,53033029406,128,25721,583.69,477.39,711.65
King,53033029407,115,25442,543.23,441.85,667.03
King,53033029408,96,22409,603.53,471.04,774.91
King,53033029502,157,36129,512.65,427.74,614.13
King,53033029503,143,40846,568.12,466.78,692.88
King,53033029504,125,28501,534.39,440.7,646.19
King,53033029601,159,37040,590.84,491.3,711.86
King,53033029602,165,33627,591.27,496.49,705.29
King,53033029700,228,39366,450.49,392.44,516.36
King,53033029801,190,40719,523.96,443.98,619.83
King,53033029802,268,48184,587.63,511.46,674.77
King,53033029901,132,24961,636.47,519.55,778.22
King,53033029902,155,24894,638.61,527.36,772.8
King,53033030003,215,31257,602.32,520.18,695.51
King,53033030004,126,42065,574.41,451.88,732.88
King,53033030005,114,28877,510.8,414.98,628.64
King,53033030006,135,19748,636.46,530.69,760.06
King,53033030100,303,38085,594.63,523.52,674.74
King,53033030201,127,27721,620.65,505.73,761.12
King,53033030202,205,34963,538.7,466.14,620.6
King,53033030304,86,18574,518.8,396.06,680.81
King,53033030305,140,25473,428.66,356.82,513.65
King,53033030306,177,29326,595.2,504.2,700.79
King,53033030308,149,32405,637.68,525.08,775.13
King,53033030309,102,29742,393.62,316.19,489.17
King,53033030310,153,31320,560.69,471.92,663.97
King,53033030311,142,25959,620.65,517.77,742.34
King,53033030312,103,24678,500.45,394.3,635.73
King,53033030313,135,20474,477.62,392.3,580.59
King,53033030314,180,22671,590.17,504.39,692.93
King,53033030401,223,45478,567.36,489.07,657.83
King,53033030403,181,23584,621.62,531.6,726.69
King,53033030404,149,24056,579.74,484.86,691.82
King,53033030501,97,10143,608.52,485.04,769.06
King,53033030503,112,25580,375.93,307.25,458.75
King,53033030504,103,23532,385.2,312.45,472.66
King,53033030600,160,27207,579.44,490.97,680.84
King,53033030700,96,19774,486.54,392.34,599.96
King,53033030801,175,34643,665.82,564.63,783.66
King,53033030802,177,20128,967.83,827.12,1127.99
King,53033030901,86,18726,601.52,467.45,780.75
King,53033030902,138,29687,562.4,465.77,677.95
King,53033031000,91,21632,441.81,345.32,573.84
King,53033031100,207,35148,553.84,477.94,639.93
King,53033031202,232,33802,607.65,523.99,704.14
King,53033031204,233,32029,633.79,542.73,739.81
King,53033031205,174,38557,845.57,699.08,1019.96
King,53033031206,118,25670,501.55,413.1,605.01
King,53033031301,85,13210,502.12,395.53,636.87
King,53033031302,154,22509,596.13,504.84,701.89
King,53033031400,216,29350,596.82,517.85,686.99
King,53033031501,142,19862,836.94,673.9,1037.16
King,53033031502,156,21448,561.04,472.46,665.83
King,53033031601,186,28045,731.24,611.31,875.17
King,53033031603,137,30100,602.72,492.8,737.72
King,53033031604,109,27022,713.45,541.39,956.14
King,53033031605,115,19249,590.87,477.56,729.42
King,53033031703,262,36211,549.46,482.29,625.93
King,53033031704,133,29683,560.83,464.4,675.19
King,53033031705,103,20301,574.01,457.36,725.32
King,53033031706,174,36094,617.66,524.14,726.31
King,53033031800,179,25213,607.21,512.91,718.52
King,53033031903,220,36350,567.57,489.18,657.64
King,53033031904,114,17596,657,517.01,837.89
King,53033031906,122,19863,656.47,527.13,817.43
King,53033031907,223,39151,563.63,483.98,656.9
King,53033031908,104,22243,513.84,415.99,630.9
King,53033031909,105,15457,767.44,601.3,986.92
King,53033032002,123,15526,639.26,519.3,787.27
King,53033032003,192,25459,646.41,548.13,767.61
King,53033032005,173,34634,784.96,649.87,946.54
King,53033032006,198,25416,713.57,610.35,832.21
King,53033032007,120,18513,760.53,614.5,941.34
King,53033032008,118,21718,612.48,493.39,760.82
King,53033032010,157,29167,656.03,554.33,774.76
King,53033032011,97,22376,722.6,556.69,934.37
King,53033032102,192,24271,585.94,497.31,694.33
King,53033032103,191,24124,684.71,587.92,797.23
King,53033032104,201,31365,527.25,455.09,609.79
King,53033032203,220,39361,624.3,533.04,731.47
King,53033032207,108,18302,569.92,460.02,707.31
King,53033032208,349,44629,502.55,446.04,567.58
King,53033032210,245,69824,626.05,528.1,744.5
King,53033032211,116,24458,636.5,511.49,805.97
King,53033032212,150,41174,579.02,469.33,716.3
King,53033032213,125,23547,740.3,589.5,926.45
King,53033032214,124,34169,650.4,506.28,850.96
King,53033032215,73,27079,569.68,375.47,869.15
King,53033032307,201,33514,621.49,523.3,738.56
King,53033032309,148,41947,422.38,351.64,508.69
King,53033032311,173,30868,640.78,528.05,777.12
King,53033032313,125,29075,639.34,524.56,776.47
King,53033032315,174,28193,670.61,551.39,822.03
King,53033032316,156,28616,620.51,510.07,759.35
King,53033032317,146,31333,613.2,503.36,745.59
King,53033032318,120,31182,551,431.87,705.22
King,53033032319,193,25196,591.08,503.34,693.33
King,53033032320,129,22502,520.55,425.4,637.83
King,53033032321,138,32718,522.83,422.51,647.38
King,53033032322,108,17479,713.71,540.25,955.46
King,53033032323,183,30635,552.52,468.83,649.88
King,53033032324,121,27349,516.94,423.03,628.99
King,53033032325,106,30421,575.7,446.45,746.49
King,53033032326,146,19413,665.33,552.37,803.39
King,53033032327,361,22892,827.99,710.69,996.63
King,53033032328,104,16961,747.64,579.04,962.85
King,53033032329,187,43000,711.79,601.06,840.26
King,53033032401,175,31839,715.22,595.4,860.49
King,53033032402,157,33700,670.83,534.19,845.43
King,53033032500,167,28698,646.51,540.1,771.6
King,53033032601,104,14691,619.6,502.59,763.23
King,53033032602,320,68978,832.49,720.12,963.75
King,53033032702,135,34467,518.3,415.17,647.57
King,53033032703,56,9859,635.58,470.68,849.64
King,53033032704,219,34514,594.91,515.44,685.76
King,53033032800,106,15020,627.57,498.31,793.2
King,53033990100,0,0,0,0,0
Kitsap,53035080101,111,13678,457.32,359.94,586.48
Kitsap,53035080102,143,23913,518.24,432.18,621.3
Kitsap,53035080200,113,17731,424.02,342.59,525.27
Kitsap,53035080300,131,16477,579.42,474.74,709.96
Kitsap,53035080400,140,16790,525.66,434.09,639.84
Kitsap,53035080500,85,15425,600,467.78,765.98
Kitsap,53035080600,139,25077,506.25,423.21,605.07
Kitsap,53035080700,144,16750,502.43,413.47,614.94
Kitsap,53035080800,NULL,10001,NULL,NULL,NULL
Kitsap,53035080900,124,22379,399.31,328.82,485.56
Kitsap,53035081000,119,21460,471.29,386.09,575.33
Kitsap,53035081100,66,14424,416.45,319.22,542.94
Kitsap,53035081200,79,15153,519.1,404.61,661.66
Kitsap,53035081400,0,22720,0,0,0
Kitsap,53035090101,265,29340,546.33,476.34,628.46
Kitsap,53035090102,313,31326,633.89,557.82,721.9
Kitsap,53035090201,161,25510,394.59,332.26,471.67
Kitsap,53035090202,204,26942,560.06,481.03,652.42
Kitsap,53035090300,12,31965,310.31,74.11,1503.42
Kitsap,53035090400,181,23685,520.94,442.44,613.9
Kitsap,53035090501,176,20682,464.48,381.97,569.75
Kitsap,53035090502,190,25103,537.85,457.88,631.75
Kitsap,53035090700,211,26422,472.1,406.45,563.36
Kitsap,53035090800,195,21517,601.42,500.63,733.37
Kitsap,53035090900,383,37446,564.66,501.76,639.73
Kitsap,53035091000,304,34554,636,549.76,739.99
Kitsap,53035091100,193,25349,477.1,405.29,564.1
Kitsap,53035091201,145,20427,461.77,385.19,554.62
Kitsap,53035091203,178,36870,487.88,417.61,568.63
Kitsap,53035091204,126,16210,478.18,387.66,593.69
Kitsap,53035091301,187,22399,588.78,500.25,694.51
Kitsap,53035091302,226,29593,500.74,431.31,583.87
Kitsap,53035091400,140,16620,515.8,425.02,631.8
Kitsap,53035091500,123,20849,462.36,380.04,560.67
Kitsap,53035091600,179,32783,411.51,350.32,483.77
Kitsap,53035091700,249,40844,484.2,421.51,555.49
Kitsap,53035091800,119,14928,515.28,419.08,635.67
Kitsap,53035091900,138,21284,482.21,400.22,580.9
Kitsap,53035092000,209,29393,492.77,421.68,576.47
Kitsap,53035092100,297,43342,500.22,440.7,567.55
Kitsap,53035092200,168,34244,414.12,350.99,488.07
Kitsap,53035092300,219,31318,511.39,442.63,591.02
Kitsap,53035092400,182,31070,432.72,368.51,507.93
Kitsap,53035092500,223,28529,471.51,407.62,546.77
Kitsap,53035092600,227,31732,502.18,433.95,580.73
Kitsap,53035092701,171,23717,533.85,450.86,631.3
Kitsap,53035092704,154,16747,571.35,476.33,690.24
Kitsap,53035092801,141,22277,478.1,397.62,574.48
Kitsap,53035092802,138,22824,452.22,371.57,550.05
Kitsap,53035092803,104,14822,472.29,374.8,596.7
Kitsap,53035092901,194,28948,487.92,414.29,574.31
Kitsap,53035092902,213,27839,620.15,533.46,719.29
Kitsap,53035940000,133,18409,573.56,474.09,691.22
Kitsap,53035940100,290,32475,592.03,519.41,675.28
Kitsap,53035990100,0,0,0,0,0
Kittitas,53037975100,204,37262,335.37,287.81,393.8
Kittitas,53037975200,185,29137,406.83,341.07,490.23
Kittitas,53037975300,135,23323,399.72,331.15,484.2
Kittitas,53037975401,65,38716,360.87,275.22,470.39
Kittitas,53037975402,161,26086,390.9,326.85,469.24
Kittitas,53037975500,81,31355,342.77,269.64,432.37
Kittitas,53037975600,25,14270,200.7,125.29,321.37
Kittitas,53037975700,90,23132,292.6,232.07,369.32
Klickitat,53039950100,263,44033,321.24,279.7,371.01
Klickitat,53039950200,72,22129,183.99,138.56,249.86
Klickitat,53039950300,122,42178,198.81,162.97,242.23
Lewis,53041970100,99,17578,418.31,335.57,522.37
Lewis,53041970200,164,16990,436.21,357.09,539.2
Lewis,53041970300,155,25162,394.34,331.03,471.43
Lewis,53041970400,166,29240,489.81,416.29,574.68
Lewis,53041970500,55,10766,450.08,336.68,596.78
Lewis,53041970600,40,10027,365.27,258.21,508.78
Lewis,53041970700,85,20451,434.43,345.1,542.46
Lewis,53041970800,99,21041,371.71,300.04,459.32
Lewis,53041970900,40,9127,478.61,339.06,662.74
Lewis,53041971000,82,14874,441.91,346.32,561.97
Lewis,53041971100,125,19711,454.13,371.78,553.71
Lewis,53041971200,111,17240,419.76,339.87,519.92
Lewis,53041971300,148,29185,353.95,296.78,421.72
Lewis,53041971400,63,13895,339.44,256.39,446.9
Lewis,53041971500,188,36414,367.52,313.32,430.84
Lewis,53041971600,116,20070,365.47,298.47,450.12
Lewis,53041971700,145,24580,357.42,296.42,434.04
Lewis,53041971800,122,22219,304.54,248.43,376.32
Lewis,53041971900,70,14808,274.76,209.98,367.9
Lewis,53041972000,85,15472,273.94,207.97,373.94
Lincoln,53043960100,28,8563,241,156.86,371.61
Lincoln,53043960200,66,16687,218.27,164.98,296.19
Lincoln,53043960300,71,13792,308.72,227.02,426.07
Lincoln,53043960400,56,14788,236.24,169.79,334.69
Mason,53045940000,16,3695,398.77,212.26,721.39
Mason,53045960100,51,4019,855.6,379.44,2058.71
Mason,53045960200,308,29809,535.24,467.94,614.76
Mason,53045960300,256,32494,581.95,509.6,664.55
Mason,53045960400,401,46858,507.53,454.66,567.49
Mason,53045960500,293,25943,569.17,498.6,653.83
Mason,53045960600,133,27767,486.55,406.56,580.01
Mason,53045960700,63,8948,675.7,515.34,882.68
Mason,53045960800,165,21156,563.7,472.78,673.35
Mason,53045960900,130,24423,534.76,445.72,639.19
Mason,53045961000,235,24861,586.24,509.03,676.45
Mason,53045961100,333,30539,588.64,518.15,670.53
Mason,53045961200,169,19535,477.38,402.11,569.49
Mason,53045961300,124,16663,476.47,391.17,581.76
Okanogan,53047940100,33,14332,179.75,120.23,266.55
Okanogan,53047940200,38,15593,228.62,157.43,330.87
Okanogan,53047970300,227,37801,368.26,315.51,431.33
Okanogan,53047970400,92,18930,306.16,242.69,388.96
Okanogan,53047970500,64,11843,289.54,214.87,397.69
Okanogan,53047970600,145,33967,282.33,234.63,340.24
Okanogan,53047970700,72,21420,243.78,188.25,314.71
Okanogan,53047970800,40,24940,140.93,99.87,196.15
Okanogan,53047970900,55,13006,253.92,181.24,370.5
Okanogan,53047971000,83,19087,241.19,184.86,321.59
Pacific,53049950200,161,21249,515.26,432.49,615.58
Pacific,53049950300,99,18111,304.35,243.97,385.14
Pacific,53049950400,89,19856,251.31,196.78,324.9
Pacific,53049950500,52,12588,205,144.51,301.02
Pacific,53049950600,33,6502,297.53,191.44,486.68
Pacific,53049950700,98,15544,294.04,226.38,416.64
Pacific,53049950800,89,12850,270.47,196.92,404.77
Pacific,53049990100,0,0,0,0,0
Pend Oreille,53051970100,43,10788,204.95,143.18,309.44
Pend Oreille,53051970200,69,13787,290.95,218.48,397.49
Pend Oreille,53051970300,58,16782,232.69,171.43,316.35
Pend Oreille,53051970400,65,13823,304.96,225.76,418.17
Pend Oreille,53051970500,64,12000,310.34,228.49,424.78
Pierce,53053060200,51,10822,1235.99,769.42,2242.67
Pierce,53053060300,215,25062,562.87,483.25,656.47
Pierce,53053060400,134,19813,524.79,433.89,636.21
Pierce,53053060500,139,19940,570.83,471.33,690.21
Pierce,53053060600,146,27030,461.83,386.05,551.72
Pierce,53053060700,144,33133,576.21,477.66,694.98
Pierce,53053060800,188,26255,596.63,511.05,696.29
Pierce,53053060903,150,15980,549.39,454.39,667.06
Pierce,53053060904,146,25559,481.16,403.93,572.33
Pierce,53053060905,261,32417,447.31,386.67,519.35
Pierce,53053060906,84,10458,506.11,391.78,660.44
Pierce,53053061001,186,19612,523.3,442.2,623.02
Pierce,53053061002,134,21713,422.98,350.28,512.82
Pierce,53053061100,247,31735,545.95,475.78,626.64
Pierce,53053061200,125,25323,479.59,396.67,576.7
Pierce,53053061300,111,24299,492.07,401.46,600.96
Pierce,53053061400,106,22140,666.41,516.45,873.8
Pierce,53053061500,150,25487,489.28,410.33,606.61
Pierce,53053061601,74,9651,468.1,363.59,672.76
Pierce,53053061602,27,5010,763.05,333.28,1814.59
Pierce,53053061700,122,26012,506.9,418.38,612.02
Pierce,53053061800,65,14705,479.61,366.45,623.09
Pierce,53053061900,58,9962,515.72,385.72,682.74
Pierce,53053062000,114,21434,511.53,416.55,626.75
Pierce,53053062300,131,28377,507.69,421.7,608.35
Pierce,53053062400,151,27937,491.67,414.49,580.96
Pierce,53053062500,182,35983,503.7,428.92,589.67
Pierce,53053062600,108,19104,744.26,602.77,912.83
Pierce,53053062801,155,32208,615.73,517.14,733.43
Pierce,53053062802,124,21291,583.38,482.32,702.12
Pierce,53053062900,187,38389,574.98,491.73,671.25
Pierce,53053063000,105,15137,716.5,584.64,870.72
Pierce,53053063100,125,22065,454.73,375.73,548.82
Pierce,53053063200,155,24668,541.08,457.49,637.43
Pierce,53053063300,201,41124,481.6,415.44,556.2
Pierce,53053063400,239,40040,529.13,462.36,604.42
Pierce,53053063501,114,21151,445.16,364.83,541.61
Pierce,53053063502,127,26522,479.19,394.54,579.8
Pierce,53053070100,109,17897,572.97,456.13,724.9
Pierce,53053070203,224,41077,699.91,598.63,817.5
Pierce,53053070204,104,18209,562.56,453.65,694.52
Pierce,53053070205,125,17897,628.06,514.8,771.34
Pierce,53053070206,122,22392,496.87,406.36,605.68
Pierce,53053070207,146,26359,451.09,377.51,536.78
Pierce,53053070307,174,26306,650.08,544.47,777.9
Pierce,53053070308,118,22050,630.81,505.91,787.8
Pierce,53053070309,171,30808,513.83,437.33,602.77
Pierce,53053070310,117,26619,586.42,469.63,731.5
Pierce,53053070311,118,24135,649.15,517.81,814.11
Pierce,53053070312,151,32378,643.83,531.32,778.94
Pierce,53053070313,187,31195,573.09,480.71,682.73
Pierce,53053070314,102,16280,534.7,427.91,668.86
Pierce,53053070315,140,30300,512.48,425.01,615.39
Pierce,53053070316,113,31328,445.74,362.15,548.74
Pierce,53053070401,101,10376,765.9,613.88,953.22
Pierce,53053070403,102,20265,397.84,322.09,490.11
Pierce,53053070404,124,26277,609.09,491.94,755.07
Pierce,53053070703,208,30674,595.55,514.47,688.12
Pierce,53053071100,102,12410,527.05,426.38,653.79
Pierce,53053071205,207,24246,579,497.97,675.31
Pierce,53053071206,163,34224,453.54,383.78,533.86
Pierce,53053071207,175,31742,569.67,487.45,662.96
Pierce,53053071208,248,39830,492.11,429.83,562.27
Pierce,53053071209,125,21505,627.43,504.19,779.13
Pierce,53053071210,164,27398,549.92,458.23,659.02
Pierce,53053071304,153,31455,538.67,454.54,635.02
Pierce,53053071305,143,19341,533.32,445.71,638.56
Pierce,53053071306,199,31762,526.6,452.23,611.71
Pierce,53053071307,125,24760,492.7,407.61,592.01
Pierce,53053071309,127,22411,680.39,560.99,825.88
Pierce,53053071310,126,30392,441.96,364.24,535.26
Pierce,53053071403,139,20482,536.04,446.73,641.95
Pierce,53053071406,185,40771,529.22,447.41,626.97
Pierce,53053071407,150,35418,504.93,416.39,613.04
Pierce,53053071408,124,20490,527.48,434.48,638.67
Pierce,53053071409,101,22617,517.88,408.92,659.16
Pierce,53053071410,217,38811,559.04,484.62,643.21
Pierce,53053071411,95,30947,424.65,332.75,547.82
Pierce,53053071503,183,26380,546.51,465.16,641.44
Pierce,53053071504,97,26841,492.65,395.99,609.23
Pierce,53053071505,164,26891,491.93,415.8,581.05
Pierce,53053071506,219,28475,611.17,528.45,705.79
Pierce,53053071601,127,25822,461.23,382.45,553.85
Pierce,53053071602,181,38633,576.36,491.62,674.69
Pierce,53053071703,86,19342,549.93,434.03,694.1
Pierce,53053071704,71,22231,498.78,379.45,655.11
Pierce,53053071705,113,19238,611.03,500.17,742.29
Pierce,53053071706,57,9745,766.43,564.89,1057.12
Pierce,53053071707,75,14538,584.22,453.32,746.78
Pierce,53053071803,153,28493,562.38,475,662.8
Pierce,53053071805,79,18225,415.69,327.95,522.77
Pierce,53053071806,65,21273,550.84,398.77,803.06
Pierce,53053071807,62,17900,372.36,283.91,482.89
Pierce,53053071808,110,19588,514.29,419.42,628.74
Pierce,53053071901,173,23793,431.4,364.13,513.27
Pierce,53053071902,234,26099,563.27,485.61,655
Pierce,53053072000,115,24175,551.37,447.43,678.01
Pierce,53053072105,227,26331,478.57,410.83,578.08
Pierce,53053072106,178,29607,472.83,403.15,554.54
Pierce,53053072107,182,21284,551.6,468.8,650.91
Pierce,53053072108,157,28728,417.46,353.67,492.74
Pierce,53053072109,113,18334,376.73,305.44,467.51
Pierce,53053072111,76,13227,409.6,317.57,528.3
Pierce,53053072112,119,22338,429.89,352.48,524.07
Pierce,53053072305,244,30225,514.59,448.55,591.51
Pierce,53053072307,157,22301,512.74,432.74,606.58
Pierce,53053072308,262,35633,536.13,467.96,614.46
Pierce,53053072309,182,30242,485.89,414.94,568.28
Pierce,53053072310,131,19186,545.21,453.39,653.97
Pierce,53053072311,135,23725,460.59,384.16,550.99
Pierce,53053072312,122,28979,419.32,345.9,505.37
Pierce,53053072313,118,19976,442.44,362.09,541.39
Pierce,53053072405,182,21356,613.54,518.9,730.58
Pierce,53053072406,220,32573,648.91,558.22,753.47
Pierce,53053072407,213,24902,563.06,483.64,658.55
Pierce,53053072408,317,31638,625.76,552.66,712.18
Pierce,53053072409,111,12933,647.57,519.52,813.42
Pierce,53053072410,163,19560,587.75,487.71,714.33
Pierce,53053072503,167,22054,575.62,484.63,682.8
Pierce,53053072504,167,25039,592.33,501.15,704.57
Pierce,53053072505,380,44587,559.55,499.41,628.97
Pierce,53053072506,145,18489,523.22,430.78,641.79
Pierce,53053072507,186,15737,580.84,476.38,718.61
Pierce,53053072601,170,27431,488.44,411.49,578.51
Pierce,53053072602,156,21026,458.6,382.38,551.99
Pierce,53053072603,211,28805,498.4,426.38,584.66
Pierce,53053072800,145,47093,393.94,330.45,468.12
Pierce,53053072901,NULL,14557,NULL,NULL,NULL
Pierce,53053072903,14,19453,439.92,169.92,1802.12
Pierce,53053072905,17,28112,208.73,67.21,953.46
Pierce,53053072906,NULL,14158,NULL,NULL,NULL
Pierce,53053072907,16,25506,288.88,108.74,1071.24
Pierce,53053073001,210,33583,493.36,424.64,572.29
Pierce,53053073005,181,28392,473.7,401.19,559.9
Pierce,53053073006,114,20541,434.29,351.41,538.27
Pierce,53053073108,206,47140,564.01,479.47,666.07
Pierce,53053073110,125,19911,574.23,464.72,708.1
Pierce,53053073111,115,22226,544.08,442.91,667.1
Pierce,53053073113,179,37791,633.73,532.61,753.7
Pierce,53053073114,149,28633,542.9,451.21,652.36
Pierce,53053073115,149,22893,700.48,569.24,861.85
Pierce,53053073116,140,22291,538.13,445.65,648.71
Pierce,53053073117,136,19762,527.1,432.56,643.14
Pierce,53053073118,140,23830,489.12,403.09,594.88
Pierce,53053073119,118,16324,623.13,496.94,779.18
Pierce,53053073120,97,23149,566.11,439.72,730.14
Pierce,53053073121,137,25087,625.84,515.03,762.4
Pierce,53053073122,106,25975,636.03,504.52,805.22
Pierce,53053073123,137,24871,585.72,483.58,707.51
Pierce,53053073124,100,16640,610.12,490.21,757.58
Pierce,53053073125,244,55439,484.88,424.83,551.82
Pierce,53053073126,44,18637,668.18,429.96,1066.51
Pierce,53053073200,203,32974,460.61,395.65,536.32
Pierce,53053073301,172,28147,528.59,450.68,618.28
Pierce,53053073302,157,21381,507.04,426.89,602.43
Pierce,53053073404,215,31386,492.63,424.69,571.65
Pierce,53053073405,85,18579,448.36,354.73,562.87
Pierce,53053073406,147,28194,507.78,426.56,601.89
Pierce,53053073407,96,18450,442.8,354.18,549.8
Pierce,53053073408,165,21725,611,517.17,720.5
Pierce,53053073500,252,38751,500.49,436.33,574.02
Pierce,53053940001,122,14095,628.6,510.92,780.26
Pierce,53053940002,121,21166,494.62,407.19,597.5
Pierce,53053940003,100,37120,437.13,338.92,569.37
Pierce,53053940004,276,33030,555.65,487.68,634.17
Pierce,53053940005,132,30637,510.63,418.45,622.36
Pierce,53053940006,57,16732,809.32,584.77,1107.88
Pierce,53053940007,63,15923,452.15,342.36,595.39
Pierce,53053940008,171,30249,564.49,478.1,664.32
Pierce,53053940009,117,15819,535.04,435.29,659.12
Pierce,53053940010,156,21843,500.86,420.86,597.11
Pierce,53053940011,168,21022,536.07,451.15,641.48
San Juan,53055960100,238,28116,425.58,366.85,505.48
San Juan,53055960300,267,25007,479.33,415.24,573.58
San Juan,53055960400,136,15238,552.81,459.85,666.88
San Juan,53055960500,159,14609,425.12,354.08,571.2
San Juan,53055990100,0,0,0,0,0
Skagit,53057940200,154,11605,581.35,470.92,736.56
Skagit,53057940300,272,26190,537.57,466.99,624.27
Skagit,53057940400,356,37558,555.11,492.6,627.27
Skagit,53057940500,102,12869,537.13,431.78,672.96
Skagit,53057940600,123,7954,847.64,691.1,1050.33
Skagit,53057940700,74,8061,538.87,408.13,718.63
Skagit,53057940800,199,15989,582.08,490.53,698.69
Skagit,53057950100,62,4953,524.32,380.67,1006.24
Skagit,53057950800,250,32156,543.2,471.03,630.33
Skagit,53057950900,128,21262,492.02,403.76,603.18
Skagit,53057951000,107,15022,533.33,429.91,667.34
Skagit,53057951100,182,24885,517.82,437.31,613.01
Skagit,53057951200,116,16724,482.29,391.11,597.43
Skagit,53057951300,68,9949,483.97,367.96,643.61
Skagit,53057951400,153,20437,599.82,505.83,709.03
Skagit,53057951500,320,48212,538.97,479.98,604.51
Skagit,53057951600,137,22715,520.34,434.92,619.78
Skagit,53057951700,123,19590,556.22,460.24,668.75
Skagit,53057951800,124,22843,501.09,412.85,605.99
Skagit,53057951900,167,18864,508.33,426.45,612.8
Skagit,53057952100,146,17165,512.63,426.66,621.06
Skagit,53057952200,134,21416,568.16,473.81,679.2
Skagit,53057952301,106,23606,516.36,420.4,629.94
Skagit,53057952302,298,49723,557.9,494.79,627.82
Skagit,53057952401,78,14364,485.18,381.06,612.44
Skagit,53057952402,324,42603,532.69,472.43,600.5
Skagit,53057952500,79,16390,526.7,413.64,663.72
Skagit,53057952600,162,20224,573.53,484.33,678.61
Skagit,53057952700,148,19381,523.24,435.69,630.41
Skagit,53057990100,NULL,0,NULL,NULL,NULL
Skamania,53059950100,0,559,0,0,0
Skamania,53059950200,109,22569,341.14,274.18,435.52
Skamania,53059950300,34,10711,219,146.71,327.62
Skamania,53059950400,40,11691,203.06,141.2,298.19
Skamania,53059950500,36,13040,199.4,136.67,289.39
Snohomish,53061040100,171,27012,511.14,434.15,606.58
Snohomish,53061040200,200,30853,547.25,471.78,633.71
Snohomish,53061040300,88,15254,472.71,369.52,600.65
Snohomish,53061040400,114,20134,549.1,443.92,677.58
Snohomish,53061040500,60,12495,499.47,371.42,667.29
Snohomish,53061040700,149,25100,528.12,444.47,634.73
Snohomish,53061040800,120,17134,540.79,441.76,673.78
Snohomish,53061040900,123,14864,503.54,412,621.35
Snohomish,53061041000,194,27872,570.78,490.14,664.17
Snohomish,53061041100,158,23763,548.92,465.1,646.29
Snohomish,53061041201,72,17797,461.8,354.57,597.15
Snohomish,53061041202,167,30194,507.31,431.03,595.27
Snohomish,53061041301,232,26833,605.55,525.09,699.81
Snohomish,53061041303,124,23517,564.19,459.73,690.75
Snohomish,53061041304,115,14859,556.8,452.92,686.55
Snohomish,53061041400,201,29290,593.25,511.77,685.75
Snohomish,53061041500,69,7536,756.62,580.37,981.44
Snohomish,53061041601,188,30659,508.71,435.56,592.8
Snohomish,53061041605,143,31380,449.83,375.64,536.13
Snohomish,53061041606,142,32253,440.43,369.13,522.87
Snohomish,53061041607,115,19407,568.09,464.24,694.25
Snohomish,53061041608,184,36431,542.12,456.82,644.45
Snohomish,53061041701,179,28787,502.56,428.3,589.25
Snohomish,53061041703,179,31070,576.18,485.3,683.92
Snohomish,53061041704,142,29012,461.09,386.54,548.14
Snohomish,53061041805,182,30115,533.85,457.37,621.28
Snohomish,53061041806,195,42070,553.33,474.64,643.47
Snohomish,53061041808,142,21990,569.82,477.36,677.58
Snohomish,53061041809,126,26712,493.56,409.32,591.38
Snohomish,53061041810,129,26369,728.66,600.37,882.41
Snohomish,53061041811,176,41187,508.4,427,607.14
Snohomish,53061041812,156,30264,470.29,397.17,557.51
Snohomish,53061041901,107,25082,413.6,334.68,509.47
Snohomish,53061041903,134,36451,417.62,348.28,498.43
Snohomish,53061041904,138,31274,644.31,536.14,771.95
Snohomish,53061041905,87,27680,407.1,317.07,521.05
Snohomish,53061042001,217,30734,533.79,459.38,620.81
Snohomish,53061042003,116,17417,541.74,435.18,673.86
Snohomish,53061042004,119,23055,522.29,424.81,639.43
